Name,Weapon Name,Affinity (Dropdown),Affinity,Max Upgrade,Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage Type,Weight,Poise,Weapon Type,2H Dual-Wield
Flame Art Nagakiba,Nagakiba,Flame Art,Flame Art,25,18,22,0,0,0,Slash/Pierce,7,10,Katana,No
Lightning Nagakiba,Nagakiba,Lightning,Lightning,25,18,22,0,0,0,Slash/Pierce,7,10,Katana,No
Sacred Nagakiba,Nagakiba,Sacred,Sacred,25,18,22,0,0,0,Slash/Pierce,7,10,Katana,No
Magic Nagakiba,Nagakiba,Magic,Magic,25,18,22,0,0,0,Slash/Pierce,7,10,Katana,No
Cold Nagakiba,Nagakiba,Cold,Cold,25,18,22,0,0,0,Slash/Pierce,7,10,Katana,No
Poison Nagakiba,Nagakiba,Poison,Poison,25,18,22,0,0,0,Slash/Pierce,7,10,Katana,No
Blood Nagakiba,Nagakiba,Blood,Blood,25,18,22,0,0,0,Slash/Pierce,7,10,Katana,No
Occult Nagakiba,Nagakiba,Occult,Occult,25,18,22,0,0,0,Slash/Pierce,7,10,Katana,No
Hand of Malenia,Hand of Malenia,None,-,10,16,48,0,0,0,Slash/Pierce,7,3.5,Katana,No
Meteoric Ore Blade,Meteoric Ore Blade,None,-,10,15,14,18,0,0,Slash/Pierce,7.5,10,Katana,No
Rivers of Blood,Rivers of Blood,None,-,10,12,18,0,0,20,Slash/Pierce,6.5,3.75,Katana,No
Moonveil,Moonveil,None,-,10,12,18,23,0,0,Slash/Pierce,6.5,5,Katana,No
Dragonscale Blade,Dragonscale Blade,None,-,10,12,20,0,0,0,Slash/Pierce,5.5,15,Katana,No
Serpentbone Blade,Serpentbone Blade,None,-,25,11,22,0,0,0,Slash/Pierce,6,4,Katana,No
Twinblade,Twinblade,None,None,25,10,18,0,0,0,Standard/Pierce,7,5,Twinblade,No
Heavy Twinblade,Twinblade,Heavy,Heavy,25,10,18,0,0,0,Standard/Pierce,7,5,Twinblade,No
Keen Twinblade,Twinblade,Keen,Keen,25,10,18,0,0,0,Standard/Pierce,7,5,Twinblade,No
Quality Twinblade,Twinblade,Quality,Quality,25,10,18,0,0,0,Standard/Pierce,7,5,Twinblade,No
Fire Twinblade,Twinblade,Fire,Fire,25,10,18,0,0,0,Standard/Pierce,7,5,Twinblade,No
Flame Art Twinblade,Twinblade,Flame Art,Flame Art,25,10,18,0,0,0,Standard/Pierce,7,5,Twinblade,No
Lightning Twinblade,Twinblade,Lightning,Lightning,25,10,18,0,0,0,Standard/Pierce,7,5,Twinblade,No
Sacred Twinblade,Twinblade,Sacred,Sacred,25,10,18,0,0,0,Standard/Pierce,7,5,Twinblade,No
Magic Twinblade,Twinblade,Magic,Magic,25,10,18,0,0,0,Standard/Pierce,7,5,Twinblade,No
Cold Twinblade,Twinblade,Cold,Cold,25,10,18,0,0,0,Standard/Pierce,7,5,Twinblade,No
Poison Twinblade,Twinblade,Poison,Poison,25,10,18,0,0,0,Standard/Pierce,7,5,Twinblade,No
Bloody Twinblade,Twinblade,Blood,Blood,25,10,18,0,0,0,Standard/Pierce,7,5,Twinblade,No
Occult Twinblade,Twinblade,Occult,Occult,25,10,18,0,0,0,Standard/Pierce,7,5,Twinblade,No
Godskin Peeler,Godskin Peeler,None,None,25,17,22,0,0,0,Standard/Pierce,8,10,Twinblade,No
Heavy Godskin Peeler,Godskin Peeler,Heavy,Heavy,25,17,22,0,0,0,Standard/Pierce,8,10,Twinblade,No
Keen Godskin Peeler,Godskin Peeler,Keen,Keen,25,17,22,0,0,0,Standard/Pierce,8,10,Twinblade,No
Quality Godskin Peeler,Godskin Peeler,Quality,Quality,25,17,22,0,0,0,Standard/Pierce,8,10,Twinblade,No
Fire Godskin Peeler,Godskin Peeler,Fire,Fire,25,17,22,0,0,0,Standard/Pierce,8,10,Twinblade,No
Flame Art Godskin Peeler,Godskin Peeler,Flame Art,Flame Art,25,17,22,0,0,0,Standard/Pierce,8,10,Twinblade,No
Lightning Godskin Peeler,Godskin Peeler,Lightning,Lightning,25,17,22,0,0,0,Standard/Pierce,8,10,Twinblade,No
Sacred Godskin Peeler,Godskin Peeler,Sacred,Sacred,25,17,22,0,0,0,Standard/Pierce,8,10,Twinblade,No
Magic Godskin Peeler,Godskin Peeler,Magic,Magic,25,17,22,0,0,0,Standard/Pierce,8,10,Twinblade,No
Cold Godskin Peeler,Godskin Peeler,Cold,Cold,25,17,22,0,0,0,Standard/Pierce,8,10,Twinblade,No
Poison Godskin Peeler,Godskin Peeler,Poison,Poison,25,17,22,0,0,0,Standard/Pierce,8,10,Twinblade,No
Blood Godskin Peeler,Godskin Peeler,Blood,Blood,25,17,22,0,0,0,Standard/Pierce,8,10,Twinblade,No
Occult Godskin Peeler,Godskin Peeler,Occult,Occult,25,17,22,0,0,0,Standard/Pierce,8,10,Twinblade,No
Twinned Knight Swords,Twinned Knight Swords,None,None,25,16,18,0,0,0,Standard/Pierce,8,5,Twinblade,No
Heavy Twinned Knight Swords,Twinned Knight Swords,Heavy,Heavy,25,16,18,0,0,0,Standard/Pierce,8,5,Twinblade,No
Keen Twinned Knight Swords,Twinned Knight Swords,Keen,Keen,25,16,18,0,0,0,Standard/Pierce,8,5,Twinblade,No
Quality Twinned Knight Swords,Twinned Knight Swords,Quality,Quality,25,16,18,0,0,0,Standard/Pierce,8,5,Twinblade,No
Fire Twinned Knight Swords,Twinned Knight Swords,Fire,Fire,25,16,18,0,0,0,Standard/Pierce,8,5,Twinblade,No
Flame Art Twinned Knight Swords,Twinned Knight Swords,Flame Art,Flame Art,25,16,18,0,0,0,Standard/Pierce,8,5,Twinblade,No
Lightning Twinned Knight Swords,Twinned Knight Swords,Lightning,Lightning,25,16,18,0,0,0,Standard/Pierce,8,5,Twinblade,No
Sacred Twinned Knight Swords,Twinned Knight Swords,Sacred,Sacred,25,16,18,0,0,0,Standard/Pierce,8,5,Twinblade,No
Magic Twinned Knight Swords,Twinned Knight Swords,Magic,Magic,25,16,18,0,0,0,Standard/Pierce,8,5,Twinblade,No
Cold Twinned Knight Swords,Twinned Knight Swords,Cold,Cold,25,16,18,0,0,0,Standard/Pierce,8,5,Twinblade,No
Poison Twinned Knight Swords,Twinned Knight Swords,Poison,Poison,25,16,18,0,0,0,Standard/Pierce,8,5,Twinblade,No
Blood Twinned Knight Swords,Twinned Knight Swords,Blood,Blood,25,16,18,0,0,0,Standard/Pierce,8,5,Twinblade,No
Occult Twinned Knight Swords,Twinned Knight Swords,Occult,Occult,25,16,18,0,0,0,Standard/Pierce,8,5,Twinblade,No
Eleonora's Poleblade,Eleonora's Poleblade,None,-,10,12,21,0,0,19,Standard/Pierce,6,4,Twinblade,No
Gargoyle's Twinblade,Gargoyle's Twinblade,None,None,25,18,15,0,0,0,Standard/Pierce,8.5,5,Twinblade,No
Gargoyle's Heavy Twinblade,Gargoyle's Twinblade,Heavy,Heavy,25,18,15,0,0,0,Standard/Pierce,8.5,5,Twinblade,No
Gargoyle's Keen Twinblade,Gargoyle's Twinblade,Keen,Keen,25,18,15,0,0,0,Standard/Pierce,8.5,5,Twinblade,No
Gargoyle's Quality Twinblade,Gargoyle's Twinblade,Quality,Quality,25,18,15,0,0,0,Standard/Pierce,8.5,5,Twinblade,No
Gargoyle's Fire Twinblade,Gargoyle's Twinblade,Fire,Fire,25,18,15,0,0,0,Standard/Pierce,8.5,5,Twinblade,No
Gargoyle's Flame Art Twinblade,Gargoyle's Twinblade,Flame Art,Flame Art,25,18,15,0,0,0,Standard/Pierce,8.5,5,Twinblade,No
Gargoyle's Lightning Twinblade,Gargoyle's Twinblade,Lightning,Lightning,25,18,15,0,0,0,Standard/Pierce,8.5,5,Twinblade,No
Gargoyle's Sacred Twinblade,Gargoyle's Twinblade,Sacred,Sacred,25,18,15,0,0,0,Standard/Pierce,8.5,5,Twinblade,No
Gargoyle's Magic Twinblade,Gargoyle's Twinblade,Magic,Magic,25,18,15,0,0,0,Standard/Pierce,8.5,5,Twinblade,No
Gargoyle's Cold Twinblade,Gargoyle's Twinblade,Cold,Cold,25,18,15,0,0,0,Standard/Pierce,8.5,5,Twinblade,No
Gargoyle's Poison Twinblade,Gargoyle's Twinblade,Poison,Poison,25,18,15,0,0,0,Standard/Pierce,8.5,5,Twinblade,No
Gargoyle's Blood Twinblade,Gargoyle's Twinblade,Blood,Blood,25,18,15,0,0,0,Standard/Pierce,8.5,5,Twinblade,No
Gargoyle's Occult Twinblade,Gargoyle's Twinblade,Occult,Occult,25,18,15,0,0,0,Standard/Pierce,8.5,5,Twinblade,No
Gargoyle's Black Blades,Gargoyle's Black Blades,None,-,10,18,15,0,22,0,Standard/Pierce,8.5,5,Twinblade,No
Mace,Mace,None,None,25,12,7,0,0,0,Strike,4.5,12,Hammer,No
Heavy Mace,Mace,Heavy,Heavy,25,12,7,0,0,0,Strike,4.5,12,Hammer,No
Keen Mace,Mace,Keen,Keen,25,12,7,0,0,0,Strike,4.5,12,Hammer,No
Quality Mace,Mace,Quality,Quality,25,12,7,0,0,0,Strike,4.5,12,Hammer,No
Fire Mace,Mace,Fire,Fire,25,12,7,0,0,0,Strike,4.5,12,Hammer,No
Flame Art Mace,Mace,Flame Art,Flame Art,25,12,7,0,0,0,Strike,4.5,12,Hammer,No
Lightning Mace,Mace,Lightning,Lightning,25,12,7,0,0,0,Strike,4.5,12,Hammer,No
Sacred Mace,Mace,Sacred,Sacred,25,12,7,0,0,0,Strike,4.5,12,Hammer,No
Magic Mace,Mace,Magic,Magic,25,12,7,0,0,0,Strike,4.5,12,Hammer,No
Cold Mace,Mace,Cold,Cold,25,12,7,0,0,0,Strike,4.5,12,Hammer,No
Poison Mace,Mace,Poison,Poison,25,12,7,0,0,0,Strike,4.5,12,Hammer,No
Blood Mace,Mace,Blood,Blood,25,12,7,0,0,0,Strike,4.5,12,Hammer,No
Occult Mace,Mace,Occult,Occult,25,12,7,0,0,0,Strike,4.5,12,Hammer,No
Club,Club,None,None,25,10,0,0,0,0,Strike,3.5,6,Hammer,No
Heavy Club,Club,Heavy,Heavy,25,10,0,0,0,0,Strike,3.5,6,Hammer,No
Keen Club,Club,Keen,Keen,25,10,0,0,0,0,Strike,3.5,6,Hammer,No
Quality Club,Club,Quality,Quality,25,10,0,0,0,0,Strike,3.5,6,Hammer,No
Fire Club,Club,Fire,Fire,25,10,0,0,0,0,Strike,3.5,6,Hammer,No
Flame Art Club,Club,Flame Art,Flame Art,25,10,0,0,0,0,Strike,3.5,6,Hammer,No
Lightning Club,Club,Lightning,Lightning,25,10,0,0,0,0,Strike,3.5,6,Hammer,No
Sacred Club,Club,Sacred,Sacred,25,10,0,0,0,0,Strike,3.5,6,Hammer,No
Magic Club,Club,Magic,Magic,25,10,0,0,0,0,Strike,3.5,6,Hammer,No
Cold Club,Club,Cold,Cold,25,10,0,0,0,0,Strike,3.5,6,Hammer,No
Poison Club,Club,Poison,Poison,25,10,0,0,0,0,Strike,3.5,6,Hammer,No
Bloody Club,Club,Blood,Blood,25,10,0,0,0,0,Strike,3.5,6,Hammer,No
Occult Club,Club,Occult,Occult,25,10,0,0,0,0,Strike,3.5,6,Hammer,No
Curved Club,Curved Club,None,None,25,11,7,0,0,0,Strike,5,6,Hammer,No
Heavy Curved Club,Curved Club,Heavy,Heavy,25,11,7,0,0,0,Strike,5,6,Hammer,No
Keen Curved Club,Curved Club,Keen,Keen,25,11,7,0,0,0,Strike,5,6,Hammer,No
Quality Curved Club,Curved Club,Quality,Quality,25,11,7,0,0,0,Strike,5,6,Hammer,No
Fire Curved Club,Curved Club,Fire,Fire,25,11,7,0,0,0,Strike,5,6,Hammer,No
Flame Art Curved Club,Curved Club,Flame Art,Flame Art,25,11,7,0,0,0,Strike,5,6,Hammer,No
Lightning Curved Club,Curved Club,Lightning,Lightning,25,11,7,0,0,0,Strike,5,6,Hammer,No
Sacred Curved Club,Curved Club,Sacred,Sacred,25,11,7,0,0,0,Strike,5,6,Hammer,No
Magic Curved Club,Curved Club,Magic,Magic,25,11,7,0,0,0,Strike,5,6,Hammer,No
Cold Curved Club,Curved Club,Cold,Cold,25,11,7,0,0,0,Strike,5,6,Hammer,No
Poison Curved Club,Curved Club,Poison,Poison,25,11,7,0,0,0,Strike,5,6,Hammer,No
Blood Curved Club,Curved Club,Blood,Blood,25,11,7,0,0,0,Strike,5,6,Hammer,No
Occult Curved Club,Curved Club,Occult,Occult,25,11,7,0,0,0,Strike,5,6,Hammer,No
Warpick,Warpick,None,None,25,11,9,0,0,0,Strike,2.5,6,Hammer,No
Heavy Warpick,Warpick,Heavy,Heavy,25,11,9,0,0,0,Strike,2.5,6,Hammer,No
Keen Warpick,Warpick,Keen,Keen,25,11,9,0,0,0,Strike,2.5,6,Hammer,No
Quality Warpick,Warpick,Quality,Quality,25,11,9,0,0,0,Strike,2.5,6,Hammer,No
Fire Warpick,Warpick,Fire,Fire,25,11,9,0,0,0,Strike,2.5,6,Hammer,No
Flame Art Warpick,Warpick,Flame Art,Flame Art,25,11,9,0,0,0,Strike,2.5,6,Hammer,No
Lightning Warpick,Warpick,Lightning,Lightning,25,11,9,0,0,0,Strike,2.5,6,Hammer,No
Sacred Warpick,Warpick,Sacred,Sacred,25,11,9,0,0,0,Strike,2.5,6,Hammer,No
Magic Warpick,Warpick,Magic,Magic,25,11,9,0,0,0,Strike,2.5,6,Hammer,No
Cold Warpick,Warpick,Cold,Cold,25,11,9,0,0,0,Strike,2.5,6,Hammer,No
Poison Warpick,Warpick,Poison,Poison,25,11,9,0,0,0,Strike,2.5,6,Hammer,No
Blood Warpick,Warpick,Blood,Blood,25,11,9,0,0,0,Strike,2.5,6,Hammer,No
Occult Warpick,Warpick,Occult,Occult,25,11,9,0,0,0,Strike,2.5,6,Hammer,No
Morning Star,Morning Star,None,None,25,12,8,0,0,0,Strike,5,12,Hammer,No
Heavy Morning Star,Morning Star,Heavy,Heavy,25,12,8,0,0,0,Strike,5,12,Hammer,No
Keen Morning Star,Morning Star,Keen,Keen,25,12,8,0,0,0,Strike,5,12,Hammer,No
Quality Morning Star,Morning Star,Quality,Quality,25,12,8,0,0,0,Strike,5,12,Hammer,No
Fire Morning Star,Morning Star,Fire,Fire,25,12,8,0,0,0,Strike,5,12,Hammer,No
Flame Art Morning Star,Morning Star,Flame Art,Flame Art,25,12,8,0,0,0,Strike,5,12,Hammer,No
Lightning Morning Star,Morning Star,Lightning,Lightning,25,12,8,0,0,0,Strike,5,12,Hammer,No
Sacred Morning Star,Morning Star,Sacred,Sacred,25,12,8,0,0,0,Strike,5,12,Hammer,No
Magic Morning Star,Morning Star,Magic,Magic,25,12,8,0,0,0,Strike,5,12,Hammer,No
Cold Morning Star,Morning Star,Cold,Cold,25,12,8,0,0,0,Strike,5,12,Hammer,No
Poison Morning Star,Morning Star,Poison,Poison,25,12,8,0,0,0,Strike,5,12,Hammer,No
Blood Morning Star,Morning Star,Blood,Blood,25,12,8,0,0,0,Strike,5,12,Hammer,No
Occult Morning Star,Morning Star,Occult,Occult,25,12,8,0,0,0,Strike,5,12,Hammer,No
Varre's Bouquet,Varre's Bouquet,None,-,10,8,16,0,0,24,Strike,2,6,Hammer,No
Spiked Club,Spiked Club,None,None,25,12,7,0,0,0,Strike,5,12,Hammer,No
Heavy Spiked Club,Spiked Club,Heavy,Heavy,25,12,7,0,0,0,Strike,5,12,Hammer,No
Keen Spiked Club,Spiked Club,Keen,Keen,25,12,7,0,0,0,Strike,5,12,Hammer,No
Quality Spiked Club,Spiked Club,Quality,Quality,25,12,7,0,0,0,Strike,5,12,Hammer,No
Fire Spiked Club,Spiked Club,Fire,Fire,25,12,7,0,0,0,Strike,5,12,Hammer,No
Flame Art Spiked Club,Spiked Club,Flame Art,Flame Art,25,12,7,0,0,0,Strike,5,12,Hammer,No
Lightning Spiked Club,Spiked Club,Lightning,Lightning,25,12,7,0,0,0,Strike,5,12,Hammer,No
Sacred Spiked Club,Spiked Club,Sacred,Sacred,25,12,7,0,0,0,Strike,5,12,Hammer,No
Magic Spiked Club,Spiked Club,Magic,Magic,25,12,7,0,0,0,Strike,5,12,Hammer,No
Cold Spiked Club,Spiked Club,Cold,Cold,25,12,7,0,0,0,Strike,5,12,Hammer,No
Poison Spiked Club,Spiked Club,Poison,Poison,25,12,7,0,0,0,Strike,5,12,Hammer,No
Blood Spiked Club,Spiked Club,Blood,Blood,25,12,7,0,0,0,Strike,5,12,Hammer,No
Occult Spiked Club,Spiked Club,Occult,Occult,25,12,7,0,0,0,Strike,5,12,Hammer,No
Hammer,Hammer,None,None,25,14,7,0,0,0,Strike,6.5,6,Hammer,No
Heavy Hammer,Hammer,Heavy,Heavy,25,14,7,0,0,0,Strike,6.5,6,Hammer,No
Keen Hammer,Hammer,Keen,Keen,25,14,7,0,0,0,Strike,6.5,6,Hammer,No
Quality Hammer,Hammer,Quality,Quality,25,14,7,0,0,0,Strike,6.5,6,Hammer,No
Fire Hammer,Hammer,Fire,Fire,25,14,7,0,0,0,Strike,6.5,6,Hammer,No
Flame Art Hammer,Hammer,Flame Art,Flame Art,25,14,7,0,0,0,Strike,6.5,6,Hammer,No
Lightning Hammer,Hammer,Lightning,Lightning,25,14,7,0,0,0,Strike,6.5,6,Hammer,No
Sacred Hammer,Hammer,Sacred,Sacred,25,14,7,0,0,0,Strike,6.5,6,Hammer,No
Magic Hammer,Hammer,Magic,Magic,25,14,7,0,0,0,Strike,6.5,6,Hammer,No
Cold Hammer,Hammer,Cold,Cold,25,14,7,0,0,0,Strike,6.5,6,Hammer,No
Poison Hammer,Hammer,Poison,Poison,25,14,7,0,0,0,Strike,6.5,6,Hammer,No
Blood Hammer,Hammer,Blood,Blood,25,14,7,0,0,0,Strike,6.5,6,Hammer,No
Occult Hammer,Hammer,Occult,Occult,25,14,7,0,0,0,Strike,6.5,6,Hammer,No
Monk's Flamemace,Monk's Flamemace,None,None,25,13,13,0,0,0,Strike,6,12,Hammer,No
Monk's Heavy Flamemace,Monk's Flamemace,Heavy,Heavy,25,13,13,0,0,0,Strike,6,12,Hammer,No
Monk's Keen Flamemace,Monk's Flamemace,Keen,Keen,25,13,13,0,0,0,Strike,6,12,Hammer,No
Monk's Quality Flamemace,Monk's Flamemace,Quality,Quality,25,13,13,0,0,0,Strike,6,12,Hammer,No
Monk's Fire Flamemace,Monk's Flamemace,Fire,Fire,25,13,13,0,0,0,Strike,6,12,Hammer,No
Monk's Flame Art Flamemace,Monk's Flamemace,Flame Art,Flame Art,25,13,13,0,0,0,Strike,6,12,Hammer,No
Monk's Lightning Flamemace,Monk's Flamemace,Lightning,Lightning,25,13,13,0,0,0,Strike,6,12,Hammer,No
Monk's Sacred Flamemace,Monk's Flamemace,Sacred,Sacred,25,13,13,0,0,0,Strike,6,12,Hammer,No
Monk's Magic Flamemace,Monk's Flamemace,Magic,Magic,25,13,13,0,0,0,Strike,6,12,Hammer,No
Monk's Cold Flamemace,Monk's Flamemace,Cold,Cold,25,13,13,0,0,0,Strike,6,12,Hammer,No
Monk's Poison Flamemace,Monk's Flamemace,Poison,Poison,25,13,13,0,0,0,Strike,6,12,Hammer,No
Monk's Blood Flamemace,Monk's Flamemace,Blood,Blood,25,13,13,0,0,0,Strike,6,12,Hammer,No
Monk's Occult Flamemace,Monk's Flamemace,Occult,Occult,25,13,13,0,0,0,Strike,6,12,Hammer,No
Envoy's Horn,Envoy's Horn,None,-,10,10,12,0,16,0,Strike,4,6,Hammer,No
Scepter of the All-Knowing,Scepter of the All-Knowing,None,-,10,12,18,21,0,0,Strike/Pierce,4.5,12,Hammer,No
Nox Flowing Hammer,Nox Flowing Hammer,None,-,10,17,7,0,0,0,Strike,6.5,9,Hammer,No
Ringed Finger,Ringed Finger,None,-,10,15,9,0,0,0,Strike,4.5,9,Hammer,No
Stone Club,Stone Club,None,None,25,16,8,0,0,0,Strike,7,6,Hammer,No
Heavy Stone Club,Stone Club,Heavy,Heavy,25,16,8,0,0,0,Strike,7,6,Hammer,No
Keen Stone Club,Stone Club,Keen,Keen,25,16,8,0,0,0,Strike,7,6,Hammer,No
Quality Stone Club,Stone Club,Quality,Quality,25,16,8,0,0,0,Strike,7,6,Hammer,No
Fire Stone Club,Stone Club,Fire,Fire,25,16,8,0,0,0,Strike,7,6,Hammer,No
Flame Art Stone Club,Stone Club,Flame Art,Flame Art,25,16,8,0,0,0,Strike,7,6,Hammer,No
Lightning Stone Club,Stone Club,Lightning,Lightning,25,16,8,0,0,0,Strike,7,6,Hammer,No
Sacred Stone Club,Stone Club,Sacred,Sacred,25,16,8,0,0,0,Strike,7,6,Hammer,No
Magic Stone Club,Stone Club,Magic,Magic,25,16,8,0,0,0,Strike,7,6,Hammer,No
Cold Stone Club,Stone Club,Cold,Cold,25,16,8,0,0,0,Strike,7,6,Hammer,No
Poison Stone Club,Stone Club,Poison,Poison,25,16,8,0,0,0,Strike,7,6,Hammer,No
Blood Stone Club,Stone Club,Blood,Blood,25,16,8,0,0,0,Strike,7,6,Hammer,No
Occult Stone Club,Stone Club,Occult,Occult,25,16,8,0,0,0,Strike,7,6,Hammer,No
Marika's Hammer,Marika's Hammer,None,-,10,20,12,0,19,0,Strike,6,6,Hammer,No
Large Club,Large Club,None,None,25,22,0,0,0,0,Strike,8.5,12.025,Warhammer,No
Heavy Large Club,Large Club,Heavy,Heavy,25,22,0,0,0,0,Strike,8.5,12.025,Warhammer,No
Keen Large Club,Large Club,Keen,Keen,25,22,0,0,0,0,Strike,8.5,12.025,Warhammer,No
Quality Large Club,Large Club,Quality,Quality,25,22,0,0,0,0,Strike,8.5,12.025,Warhammer,No
Fire Large Club,Large Club,Fire,Fire,25,22,0,0,0,0,Strike,8.5,12.025,Warhammer,No
Flame Art Large Club,Large Club,Flame Art,Flame Art,25,22,0,0,0,0,Strike,8.5,12.025,Warhammer,No
Lightning Large Club,Large Club,Lightning,Lightning,25,22,0,0,0,0,Strike,8.5,12.025,Warhammer,No
Sacred Large Club,Large Club,Sacred,Sacred,25,22,0,0,0,0,Strike,8.5,12.025,Warhammer,No
Magic Large Club,Large Club,Magic,Magic,25,22,0,0,0,0,Strike,8.5,12.025,Warhammer,No
Cold Large Club,Large Club,Cold,Cold,25,22,0,0,0,0,Strike,8.5,12.025,Warhammer,No
Poison Large Club,Large Club,Poison,Poison,25,22,0,0,0,0,Strike,8.5,12.025,Warhammer,No
Blood Large Club,Large Club,Blood,Blood,25,22,0,0,0,0,Strike,8.5,12.025,Warhammer,No
Occult Large Club,Large Club,Occult,Occult,25,22,0,0,0,0,Strike,8.5,12.025,Warhammer,No
Greathorn Hammer,Greathorn Hammer,None,None,25,22,10,0,0,0,Strike,10,12.025,Warhammer,No
Heavy Greathorn Hammer,Greathorn Hammer,Heavy,Heavy,25,22,10,0,0,0,Strike,10,12.025,Warhammer,No
Keen Greathorn Hammer,Greathorn Hammer,Keen,Keen,25,22,10,0,0,0,Strike,10,12.025,Warhammer,No
Quality Greathorn Hammer,Greathorn Hammer,Quality,Quality,25,22,10,0,0,0,Strike,10,12.025,Warhammer,No
Fire Greathorn Hammer,Greathorn Hammer,Fire,Fire,25,22,10,0,0,0,Strike,10,12.025,Warhammer,No
Flame Art Greathorn Hammer,Greathorn Hammer,Flame Art,Flame Art,25,22,10,0,0,0,Strike,10,12.025,Warhammer,No
Lightning Greathorn Hammer,Greathorn Hammer,Lightning,Lightning,25,22,10,0,0,0,Strike,10,12.025,Warhammer,No
Sacred Greathorn Hammer,Greathorn Hammer,Sacred,Sacred,25,22,10,0,0,0,Strike,10,12.025,Warhammer,No
Magic Greathorn Hammer,Greathorn Hammer,Magic,Magic,25,22,10,0,0,0,Strike,10,12.025,Warhammer,No
Cold Greathorn Hammer,Greathorn Hammer,Cold,Cold,25,22,10,0,0,0,Strike,10,12.025,Warhammer,No
Poison Greathorn Hammer,Greathorn Hammer,Poison,Poison,25,22,10,0,0,0,Strike,10,12.025,Warhammer,No
Blood Greathorn Hammer,Greathorn Hammer,Blood,Blood,25,22,10,0,0,0,Strike,10,12.025,Warhammer,No
Occult Greathorn Hammer,Greathorn Hammer,Occult,Occult,25,22,10,0,0,0,Strike,10,12.025,Warhammer,No
Battle Hammer,Battle Hammer,None,None,25,26,8,0,0,0,Strike,10,12.025,Warhammer,No
Heavy Battle Hammer,Battle Hammer,Heavy,Heavy,25,26,8,0,0,0,Strike,10,12.025,Warhammer,No
Keen Battle Hammer,Battle Hammer,Keen,Keen,25,26,8,0,0,0,Strike,10,12.025,Warhammer,No
Quality Battle Hammer,Battle Hammer,Quality,Quality,25,26,8,0,0,0,Strike,10,12.025,Warhammer,No
Fire Battle Hammer,Battle Hammer,Fire,Fire,25,26,8,0,0,0,Strike,10,12.025,Warhammer,No
Flame Art Battle Hammer,Battle Hammer,Flame Art,Flame Art,25,26,8,0,0,0,Strike,10,12.025,Warhammer,No
Lightning Battle Hammer,Battle Hammer,Lightning,Lightning,25,26,8,0,0,0,Strike,10,12.025,Warhammer,No
Sacred Battle Hammer,Battle Hammer,Sacred,Sacred,25,26,8,0,0,0,Strike,10,12.025,Warhammer,No
Magic Battle Hammer,Battle Hammer,Magic,Magic,25,26,8,0,0,0,Strike,10,12.025,Warhammer,No
Cold Battle Hammer,Battle Hammer,Cold,Cold,25,26,8,0,0,0,Strike,10,12.025,Warhammer,No
Poison Battle Hammer,Battle Hammer,Poison,Poison,25,26,8,0,0,0,Strike,10,12.025,Warhammer,No
Blood Battle Hammer,Battle Hammer,Blood,Blood,25,26,8,0,0,0,Strike,10,12.025,Warhammer,No
Occult Battle Hammer,Battle Hammer,Occult,Occult,25,26,8,0,0,0,Strike,10,12.025,Warhammer,No
Great Mace,Great Mace,None,None,25,28,0,0,0,0,Strike,11.5,12.025,Warhammer,No
Heavy Great Mace,Great Mace,Heavy,Heavy,25,28,0,0,0,0,Strike,11.5,12.025,Warhammer,No
Keen Great Mace,Great Mace,Keen,Keen,25,28,0,0,0,0,Strike,11.5,12.025,Warhammer,No
Quality Great Mace,Great Mace,Quality,Quality,25,28,0,0,0,0,Strike,11.5,12.025,Warhammer,No
Fire Great Mace,Great Mace,Fire,Fire,25,28,0,0,0,0,Strike,11.5,12.025,Warhammer,No
Flame Art Great Mace,Great Mace,Flame Art,Flame Art,25,28,0,0,0,0,Strike,11.5,12.025,Warhammer,No
Lightning Great Mace,Great Mace,Lightning,Lightning,25,28,0,0,0,0,Strike,11.5,12.025,Warhammer,No
Sacred Great Mace,Great Mace,Sacred,Sacred,25,28,0,0,0,0,Strike,11.5,12.025,Warhammer,No
Magic Great Mace,Great Mace,Magic,Magic,25,28,0,0,0,0,Strike,11.5,12.025,Warhammer,No
Cold Great Mace,Great Mace,Cold,Cold,25,28,0,0,0,0,Strike,11.5,12.025,Warhammer,No
Poison Great Mace,Great Mace,Poison,Poison,25,28,0,0,0,0,Strike,11.5,12.025,Warhammer,No
Blood Great Mace,Great Mace,Blood,Blood,25,28,0,0,0,0,Strike,11.5,12.025,Warhammer,No
Occult Great Mace,Great Mace,Occult,Occult,25,28,0,0,0,0,Strike,11.5,12.025,Warhammer,No
Curved Great Club,Curved Great Club,None,None,25,24,10,0,0,0,Strike,10,12.025,Warhammer,No
Heavy Curved Great Club,Curved Great Club,Heavy,Heavy,25,24,10,0,0,0,Strike,10,12.025,Warhammer,No
Keen Curved Great Club,Curved Great Club,Keen,Keen,25,24,10,0,0,0,Strike,10,12.025,Warhammer,No
Quality Curved Great Club,Curved Great Club,Quality,Quality,25,24,10,0,0,0,Strike,10,12.025,Warhammer,No
Fire Curved Great Club,Curved Great Club,Fire,Fire,25,24,10,0,0,0,Strike,10,12.025,Warhammer,No
Flame Art Curved Great Club,Curved Great Club,Flame Art,Flame Art,25,24,10,0,0,0,Strike,10,12.025,Warhammer,No
